user_id,age,gender,location,registration_date,activity_level,activity,avg_price,favorite_category,days_since_last
1,-0.507494382371771,1,69,2025-08-20 10:25:45.743084,-0.36599819796639577,9.0,0.6666468340813849,4,-0.1991830707923179
2,-0.8921813099753693,1,75,2024-02-27 10:25:45.743084,-0.36599819796639577,5.0,-1.3530953225866607,8,1.6587004730138581
3,-0.3536196113303318,1,67,2023-11-30 10:25:45.743084,-0.36599819796639577,6.0,0.5212490929570188,3,-0.17225722233135884
4,0.1849420873147056,1,31,2024-08-12 10:25:45.743084,-0.36599819796639577,7.0,-0.759289724519585,1,-0.38766401001903145
5,-0.8921813099753693,1,69,2024-07-12 10:25:45.743084,-1.2016105220905866,1.0,3.255857912045226,4,8.874827860550889
6,-0.8921813099753693,0,75,2024-06-20 10:25:45.743084,0.4696141261577952,7.0,0.24032149931588584,0,0.2047046561220682
7,0.1849420873147056,0,69,2024-03-26 10:25:45.743084,0.4696141261577952,11.0,-0.26718365212440204,7,-0.629996646167663
8,-0.27668222580961216,0,67,2024-02-17 10:25:45.743084,0.4696141261577952,10.0,-1.043743608294932,6,0.5547406861145362
9,-1.0460560810168085,1,69,2025-09-27 10:25:45.743084,-0.36599819796639577,7.0,1.4947498330329452,3,-0.603070797706704
10,-0.4305569968510514,1,67,2025-05-16 10:25:45.743084,-0.36599819796639577,5.0,0.36858441083359617,8,-0.037627980026563465
11,-1.0460560810168085,1,67,2024-02-02 10:25:45.743084,-0.36599819796639577,9.0,-0.47293608591540687,3,-0.5761449492457449
12,-1.0460560810168085,2,75,2025-07-01 10:25:45.743084,-1.2016105220905866,3.0,0.5202998078715565,4,0.904776716107004
13,-0.6613691534132103,0,75,2025-01-10 10:25:45.743084,0.4696141261577952,14.0,-0.2920254182802503,8,-0.010702131565604392
14,-1.6615551651825655,0,67,2023-12-07 10:25:45.743084,-1.2016105220905866,4.0,-0.9249900081417014,0,0.500888989192618
15,-1.6615551651825655,1,69,2023-12-05 10:25:45.743084,-1.2016105220905866,3.0,0.10961289272577736,0,1.631774624552899
16,-1.122993466537528,0,75,2024-02-08 10:25:45.743084,0.4696141261577952,12.0,-0.7874713332266725,8,-0.27996061617519513
17,-1.4307430086204067,1,13,2024-06-15 10:25:45.743084,-1.2016105220905866,2.0,-0.5812244181241704,3,0.5547406861145362
18,-0.5844317678924907,0,33,2024-06-30 10:25:45.743084,2.140838774406177,17.0,-0.1643388446678021,7,-0.44151570694094955
19,-1.353805623099687,0,35,2025-04-05 10:25:45.743084,-0.36599819796639577,12.0,-0.25204508445429535,8,-0.36073816155807237
20,-1.6615551651825655,2,75,2025-07-13 10:25:45.743084,2.140838774406177,16.0,-0.44362881838325074,7,-0.4953674038628677
21,0.10800470179398597,0,75,2023-12-02 10:25:45.743084,-1.2016105220905866,8.0,-0.7060930509262018,9,-0.44151570694094955
22,-0.8921813099753693,1,67,2025-06-01 10:25:45.743084,0.4696141261577952,11.0,-0.011162357319803798,0,-0.4684415554019086
23,-0.73830653893393,0,34,2024-05-26 10:25:45.743084,-0.36599819796639577,8.0,-0.7136153168792794,3,0.8239991707241269
24,-1.6615551651825655,0,33,2025-08-31 10:25:45.743084,1.3052264502819861,20.0,3.096100106295292,5,-0.3338123130971133
25,-1.122993466537528,1,34,2025-10-23 10:25:45.743084,-0.36599819796639577,6.0,0.27619605824018567,3,-0.629996646167663
26,-0.73830653893393,1,31,2025-05-16 10:25:45.743084,-1.2016105220905866,6.0,0.3440535748665107,1,-0.14533137387039977
27,-1.5076803941411263,1,34,2025-01-07 10:25:45.743084,1.3052264502819861,15.0,-0.011666460434152752,9,-0.629996646167663
28,-0.507494382371771,1,69,2024-06-17 10:25:45.743084,-0.36599819796639577,6.0,0.7543476823907196,0,0.15085295920015004
29,-1.122993466537528,1,13,2025-02-06 10:25:45.743084,-1.2016105220905866,8.0,1.892837560623877,4,0.6085923830364542
30,-0.9691186954960889,0,34,2025-06-30 10:25:45.743084,-0.36599819796639577,6.0,2.147953835595822,7,-0.4953674038628677
31,-1.122993466537528,1,31,2024-08-15 10:25:45.743084,0.4696141261577952,13.0,0.4785660124777374,3,-0.4684415554019086
32,0.3388168583561449,1,67,2023-11-11 10:25:45.743084,-1.2016105220905866,6.0,1.0526294232272186,9,3.2473255322104433
33,-0.8152439244546495,0,69,2024-04-16 10:25:45.743084,-0.36599819796639577,8.0,0.13582625467192344,1,-0.5761449492457449
34,-1.4307430086204067,0,67,2025-10-19 10:25:45.743084,-1.2016105220905866,,,10,
35,-0.27668222580961216,0,67,2025-01-10 10:25:45.743084,0.4696141261577952,10.0,-1.0697140841950736,0,-0.06455382848752254
36,-1.5076803941411263,1,13,2024-10-18 10:25:45.743084,0.4696141261577952,10.0,0.1177060390888706,8,-0.44151570694094955
37,-0.6613691534132103,0,35,2024-08-15 10:25:45.743084,-0.36599819796639577,7.0,1.3872692504650463,5,-0.5222932523238268
38,-1.6615551651825655,0,31,2024-04-12 10:25:45.743084,-0.36599819796639577,10.0,-1.3687467422681423,0,-0.06455382848752254
39,-1.584617779661846,1,67,2024-06-12 10:25:45.743084,-1.2016105220905866,8.0,-1.092453717407797,8,-0.4684415554019086
40,-0.6613691534132103,1,31,2024-10-14 10:25:45.743084,-1.2016105220905866,7.0,-1.3214198771369507,0,-0.3338123130971133
41,-0.3536196113303318,0,34,2024-02-17 10:25:45.743084,-1.2016105220905866,3.0,-0.09546541970255205,3,2.5741793206864663
42,-0.6613691534132103,0,31,2024-02-07 10:25:45.743084,-0.36599819796639577,9.0,-0.13151424803991404,0,-0.3068864646361542
43,-0.8152439244546495,2,13,2024-11-28 10:25:45.743084,-0.36599819796639577,9.0,1.4966253335499045,5,0.3931855953487817
44,-0.9691186954960889,0,75,2024-02-12 10:25:45.743084,1.3052264502819861,16.0,0.8348261897330298,4,-0.36073816155807237
45,-1.6615551651825655,0,31,2024-11-06 10:25:45.743084,-1.2016105220905866,7.0,0.22127313543843635,3,-0.4953674038628677
46,-1.1999308520582477,0,34,2024-10-22 10:25:45.743084,0.4696141261577952,13.0,-0.04697583681723288,0,-0.5761449492457449
47,-1.0460560810168085,1,33,2025-07-15 10:25:45.743084,-0.36599819796639577,11.0,-1.4399822258910557,0,-0.4684415554019086
48,-0.12280745476817291,1,59,2024-08-01 10:25:45.743084,-0.36599819796639577,6.0,-1.1067944689919713,6,0.25855635304398633
49,-0.5844317678924907,1,13,2023-12-19 10:25:45.743084,1.3052264502819861,17.0,-0.3149817228566702,6,-0.603070797706704
50,-1.6615551651825655,0,44,2025-02-17 10:25:45.743084,-1.2016105220905866,3.0,-0.5384018405792798,7,-0.38766401001903145
51,-0.5844317678924907,0,75,2025-05-07 10:25:45.743084,-1.2016105220905866,5.0,-0.1010603095924567,9,-0.22610891925327697
52,-1.0460560810168085,0,35,2024-03-11 10:25:45.743084,0.4696141261577952,18.0,-0.12273827109465697,7,-0.36073816155807237
53,-1.1999308520582477,1,67,2024-11-26 10:25:45.743084,-0.36599819796639577,5.0,0.9340034855509981,5,-0.17225722233135884
54,-0.4305569968510514,0,31,2024-01-24 10:25:45.743084,-1.2016105220905866,2.0,-0.09727560815862349,0,4.028175137578256
55,-0.12280745476817291,1,75,2025-05-23 10:25:45.743084,-1.2016105220905866,5.0,-0.7899270355408581,1,-0.629996646167663
56,-0.19974484028889256,1,75,2024-08-31 10:25:45.743084,-0.36599819796639577,16.0,0.29682459599173033,7,0.23163050458302728
57,-1.2768682375789673,0,59,2025-08-09 10:25:45.743084,0.4696141261577952,8.0,-0.40829822787060804,0,-0.5492191007847859
58,-0.9691186954960889,0,33,2025-07-30 10:25:45.743084,-1.2016105220905866,3.0,0.6848403737537977,4,0.12392711073919098
59,-0.5844317678924907,2,35,2024-11-09 10:25:45.743084,-0.36599819796639577,6.0,0.5239070911963137,1,5.778355287540596
60,-0.19974484028889256,1,13,2025-06-18 10:25:45.743084,-0.36599819796639577,15.0,0.7137536334188728,1,-0.629996646167663
61,-1.0460560810168085,0,34,2024-05-19 10:25:45.743084,-0.36599819796639577,8.0,-1.0956428242854237,7,0.04314956535631376
62,-0.8921813099753693,1,59,2025-10-26 10:25:45.743084,2.140838774406177,24.0,-0.340305683624368,3,-0.629996646167663
63,-1.4307430086204067,1,69,2024-01-15 10:25:45.743084,-1.2016105220905866,4.0,2.2634834671950124,5,-0.010702131565604392
64,-1.5076803941411263,0,44,2023-12-21 10:25:45.743084,2.140838774406177,19.0,-0.5168029344823208,8,-0.14533137387039977
65,-0.27668222580961216,0,75,2025-09-12 10:25:45.743084,0.4696141261577952,10.0,-0.5205415327058328,7,-0.5222932523238268
66,0.03106731627326634,0,31,2024-06-25 10:25:45.743084,0.4696141261577952,14.0,1.26351941794231,5,-0.1991830707923179
67,-0.8152439244546495,1,67,2024-08-27 10:25:45.743084,-0.36599819796639577,8.0,-0.405612405758119,4,-0.38766401001903145
68,-0.12280745476817291,0,31,2024-01-25 10:25:45.743084,-0.36599819796639577,8.0,0.9310873799703635,4,-0.38766401001903145
69,-0.5844317678924907,1,35,2024-06-30 10:25:45.743084,1.3052264502819861,18.0,-0.4322128468813545,1,-0.037627980026563465
70,-1.1999308520582477,0,33,2024-02-16 10:25:45.743084,1.3052264502819861,13.0,0.8778866865737103,4,-0.4953674038628677
71,-0.5844317678924907,1,75,2024-11-28 10:25:45.743084,-1.2016105220905866,4.0,1.6038710888630832,3,0.6893699284193315
72,0.1849420873147056,1,33,2024-08-15 10:25:45.743084,-1.2016105220905866,8.0,-1.0698230883100597,6,-0.36073816155807237
73,-0.8152439244546495,0,44,2025-02-11 10:25:45.743084,-0.36599819796639577,4.0,-0.16257987524473957,0,1.1471093522556357
74,0.1849420873147056,0,69,2025-08-16 10:25:45.743084,1.3052264502819861,14.0,0.6111529373439955,4,-0.603070797706704
75,-1.6615551651825655,1,75,2024-11-12 10:25:45.743084,-0.36599819796639577,12.0,-0.18172761009788435,3,-0.4684415554019086
76,-0.27668222580961216,1,31,2024-04-19 10:25:45.743084,0.4696141261577952,15.0,-0.5173957983364211,7,-0.629996646167663
77,-0.73830653893393,0,75,2024-11-18 10:25:45.743084,0.4696141261577952,16.0,1.4356990983543425,5,-0.4684415554019086
78,-0.9691186954960889,1,75,2024-11-02 10:25:45.743084,0.4696141261577952,11.0,1.3122154471975704,4,0.5547406861145362
79,-0.73830653893393,1,31,2024-06-06 10:25:45.743084,0.4696141261577952,17.0,-0.31165672187172816,3,-0.3338123130971133
80,-1.6615551651825655,1,69,2025-09-21 10:25:45.743084,-0.36599819796639577,10.0,0.24335734107688153,4,-0.629996646167663
81,-0.8921813099753693,1,67,2024-08-04 10:25:45.743084,2.140838774406177,13.0,-0.32808861119424954,7,-0.5492191007847859
82,-0.5844317678924907,0,69,2025-10-23 10:25:45.743084,0.4696141261577952,14.0,-0.8532366816400132,7,-0.629996646167663
83,0.10800470179398597,0,34,2025-10-04 10:25:45.743084,0.4696141261577952,13.0,0.22054277225635094,4,-0.629996646167663
84,-1.122993466537528,0,44,2025-08-29 10:25:45.743084,-0.36599819796639577,6.0,-0.4460102145890228,6,-0.25303476771423605
85,-1.2768682375789673,2,34,2024-01-17 10:25:45.743084,0.4696141261577952,6.0,-1.0495525783385924,1,0.5816665345754952
86,-1.122993466537528,1,13,2025-07-20 10:25:45.743084,-1.2016105220905866,4.0,-1.1083476957955987,0,-0.11840552540944069
87,-0.19974484028889256,1,67,2025-08-16 10:25:45.743084,-1.2016105220905866,3.0,-0.4472508319938167,0,-0.4684415554019086
88,-0.5844317678924907,1,44,2024-04-28 10:25:45.743084,0.4696141261577952,16.0,0.031060779427586106,7,-0.27996061617519513
89,-1.122993466537528,1,35,2025-05-04 10:25:45.743084,-0.36599819796639577,11.0,0.5806201794682296,4,-0.3338123130971133
90,-0.4305569968510514,1,69,2024-07-12 10:25:45.743084,0.4696141261577952,14.0,-1.1098045912063168,9,-0.41458985847999047
91,-0.73830653893393,0,75,2024-04-20 10:25:45.743084,-1.2016105220905866,5.0,0.46835754671253477,3,-0.38766401001903145
92,-0.19974484028889256,0,59,2025-02-20 10:25:45.743084,0.4696141261577952,9.0,-0.6286712142807734,3,-0.27996061617519513
93,-1.1999308520582477,1,75,2024-11-27 10:25:45.743084,-0.36599819796639577,5.0,-0.16651777165098508,8,0.23163050458302728
94,-0.9691186954960889,0,31,2024-08-07 10:25:45.743084,0.4696141261577952,9.0,-0.9765591020602312,6,-0.010702131565604392
95,-1.0460560810168085,0,75,2025-08-21 10:25:45.743084,-1.2016105220905866,6.0,0.42603252548830023,7,-0.603070797706704
96,-1.6615551651825655,0,59,2025-10-09 10:25:45.743084,0.4696141261577952,11.0,-0.7950046096964152,1,-0.629996646167663
97,-0.5844317678924907,0,67,2025-05-28 10:25:45.743084,1.3052264502819861,9.0,-0.05366195970918099,6,-0.5761449492457449
98,-0.5844317678924907,0,31,2024-06-16 10:25:45.743084,-1.2016105220905866,6.0,-0.10796324886219096,7,-0.010702131565604392
99,-0.73830653893393,0,35,2025-10-06 10:25:45.743084,-0.36599819796639577,6.0,2.0434801018454225,5,-0.3068864646361542
100,-0.8921813099753693,0,44,2024-10-02 10:25:45.743084,0.4696141261577952,7.0,-0.419317533818936,8,-0.14533137387039977
101,-1.6615551651825655,0,44,2024-01-01 10:25:45.743084,0.4696141261577952,14.0,-0.5394030323861639,1,-0.5761449492457449
